,text,median,category
1398,Yo también he escrito algo en un carro sucio con el dedo. pronoun adverb verb verb pronoun adposition determiner noun adjective adposition determiner noun punctuation,0,0
1399,", salir a despejar tu mente y lo primero que ves, un montón de parejas agarradas de la mano...y tu sol@!  punctuation verb adposition verb determiner noun conjunction determiner adjective conjunction noun punctuation determiner noun adposition noun verb adposition determiner noun punctuation conjunction determiner noun punctuation punctuation",0,0
1400,"—Buenos días, ¿Está maría ? —No, está equivocado —Ok, pásamelo  —Hola... ¿Equivocado? —Sí —¿Y María? punctuation noun noun punctuation punctuation verb noun punctuation punctuation noun punctuation verb verb punctuation noun punctuation verb pronoun pronoun punctuation noun punctuation punctuation verb punctuation punctuation noun punctuation punctuation conjunction noun punctuation",4,1
1401,Mi nivel de madurez depende de quién esté conmigo. determiner noun adposition noun verb adposition pronoun verb pronoun punctuation,0,0
1402,Todo se vuelve más gracioso cuando estás en un sitio en el que no te puedes reír. pronoun pronoun verb adverb adjective conjunction verb adposition determiner noun adposition determiner pronoun adverb pronoun verb verb punctuation,0,0
1403,"Nada mejor que ponerte los auriculares, encerrarte en tu mundo y que nadie te moleste pronoun adverb conjunction verb pronoun determiner noun punctuation verb pronoun adposition determiner noun conjunction conjunction pronoun pronoun verb",0,0
1404,Si de niño no hiciste una casa con sábanas... No tuviste infancia! conjunction adposition noun adverb verb determiner noun adposition noun punctuation adverb verb noun punctuation,0,0
1405,"-Señora, perdimos a su hijo en la operación -Nooo, ¡no puede ser! -JAJAJA no sea llorona, ya lo encontramos, estaba en el baño punctuation noun punctuation verb adposition determiner noun adposition determiner noun punctuation noun punctuation punctuation adverb verb verb punctuation punctuation noun adverb verb adjective punctuation adverb pronoun verb punctuation verb adposition determiner noun",2,1
1406,-Hagan grupos de 3 - ¿No podemos ser 8 profe? punctuation verb noun adposition number punctuation punctuation adverb verb verb number noun punctuation,0,0
1407,"- ¿Lo rompiste? - No, se le salió el cosito... :s punctuation punctuation pronoun verb punctuation punctuation adverb punctuation pronoun pronoun verb determiner adjective punctuation punctuation noun",0,0
1408,Ojala y la batería de mi celular durara mas de una semana verb conjunction determiner noun adposition determiner adjective verb conjunction adposition determiner noun,0,0
1409,"-Hijo, por qué vienes ebrio? -Mamá, pero tu me dijiste EMBRIAGATE! -te dije ABRIGATE, IMBECIL! y @TnaaCH   punctuation noun punctuation adposition pronoun verb noun punctuation punctuation noun punctuation conjunction determiner pronoun verb noun punctuation punctuation pronoun verb noun punctuation noun punctuation conjunction punctuation noun",3,1
1410,Hoy es viernes de princesas y las princesas hacemos feliz a nuestro hombre sin importar qué tanto nos duela el cuello. adverb verb date adposition noun conjunction determiner noun verb adjective adposition determiner noun adposition verb pronoun adverb pronoun verb determiner noun punctuation,2,1
1411,- ¿Qué significa Nobody know it? -Nadie lo sabe - ¡No jodas! Entonces es un gran misterio por resolver -Imbécil punctuation punctuation pronoun verb noun noun noun punctuation punctuation pronoun pronoun verb punctuation punctuation adverb verb punctuation adverb verb determiner adjective noun adposition verb punctuation noun,2,1
1412,Mi mamá no sabía si quedarse conmigo o con la placenta.  by @Espiral_es   determiner noun adverb verb conjunction verb pronoun pronoun conjunction adposition determiner noun punctuation noun punctuation noun,4,1
1413,"No tengo ni iPod, ni iPhone, ni iPad, PERO ESO SI... EN MI CASA iPan. adverb verb conjunction noun punctuation conjunction verb punctuation conjunction noun punctuation noun punctuation noun noun punctuation",4,1
1414,"Si la batería del móvil te dura más de un día, es porque nadie te quiere. conjunction determiner noun adposition determiner noun pronoun verb adverb adposition determiner noun punctuation verb conjunction pronoun pronoun verb punctuation",3,1
1415,¿Por qué los de Lepe se quedan callados al contestar su celular? Porque el que habla paga   punctuation adposition pronoun determiner adposition noun pronoun verb verb adposition determiner verb determiner adjective punctuation conjunction determiner pronoun verb verb,1,1
1416, ¿Por qué es imposible estornudar con los ojos abiertos? punctuation adposition pronoun verb adjective verb adposition determiner noun verb punctuation,0,0
1417,@PitufoFilosofon  ¿Porque el programa se llama ''Bob Esponja'' si Patricio es la estrella? punctuation noun punctuation conjunction determiner noun pronoun verb punctuation noun punctuation conjunction noun verb determiner noun punctuation,1,0
1418,"Lo mejor de volver a clases es:  .
  . 
 .
  . 
 . 
 .
  . 
 . 
 .
  .
  .
  .
  . 
 .
  . 
 . 
 . 
 . 
 . 
 . 
 . 
 . 
 . 
 . 
 ¡NADA! determiner adjective adposition verb adposition noun verb punctuation punctuation punctuation punctuation punctuation punctuation punctuation punctuation punctuation punctuation punctuation punctuation punctuation punctuation punctuation punctuation punctuation punctuation punctuation punctuation punctuation punctuation punctuation punctuation punctuation punctuation adverb punctuation",1,1
1419,"Salen dos borrachos de un bar y uno le dice al otro: - ¿Tomamos un taxi? - ¡Nooo, más mezclas no! verb number noun adposition determiner noun conjunction pronoun pronoun verb adposition determiner pronoun punctuation punctuation punctuation verb determiner noun punctuation punctuation punctuation noun punctuation adverb noun adverb punctuation",4,1
1420,"Un taxista me dijo: ""Amo mi trabajo, soy mi propio jefe y nadie me dice qué hacer"". Y yo le contesté: ""Gire a la derecha, por favor"" ;) determiner noun pronoun verb punctuation punctuation verb determiner noun punctuation verb determiner adjective noun conjunction pronoun pronoun verb pronoun verb punctuation punctuation conjunction pronoun pronoun verb punctuation punctuation verb adposition determiner noun punctuation adverb punctuation punctuation punctuation",5,1
1421,––¿Sabes cuál es la diferencia entre la pizza y tu opinión? ––¿Cuál? ––Que la pizza si la pedí. punctuation punctuation punctuation verb pronoun verb determiner noun adposition determiner noun conjunction determiner noun punctuation punctuation punctuation punctuation pronoun punctuation punctuation punctuation noun determiner noun conjunction pronoun verb punctuation,3,1
1422,Cuando un niño miente está dejando salir a su adulto interior. conjunction determiner noun verb verb verb verb adposition determiner noun adjective punctuation,5,0
1423,Mi memoria es:  5% nombres  3% números telefónicos  2% asuntos del colegio  90% letras de canciones. determiner noun verb punctuation punctuation number noun punctuation number noun adjective punctuation number noun adposition determiner noun punctuation number noun adposition noun punctuation,0,0
1424,La felicidad consiste en: Dormir sin tener que madrugar. Comer sin engordar. &amp; aprobar sin estudiar. determiner noun verb adposition punctuation verb adposition verb pronoun verb punctuation verb adposition verb punctuation punctuation noun punctuation verb adposition verb punctuation,2,1
1425,"¿Me puedes enviar la presentación? — ¿Por fax? — Sí por fax, enviamelax. punctuation pronoun verb verb determiner noun punctuation punctuation punctuation adposition noun punctuation punctuation noun adposition noun punctuation noun punctuation",2,1
1426,"- ¿Cómo te fue en el examen? - ¡Mal! Deje la hoja en blanco, ¿y vos? -También - ¡Noooooooo! Van a pensar que nos copiamos punctuation punctuation pronoun pronoun verb adposition determiner noun punctuation punctuation punctuation adverb punctuation verb determiner noun adposition noun punctuation punctuation conjunction pronoun punctuation punctuation adverb punctuation punctuation noun punctuation verb adposition verb conjunction pronoun verb",3,1
1427,Mi Mamá en Whatsapp: (escribiendo..) (escribiendo..) (escribiendo..) (escribiendo..) (escribiendo..) (escribiendo..) — HOLA. determiner noun adposition noun punctuation punctuation verb punctuation punctuation punctuation punctuation verb punctuation punctuation punctuation punctuation verb punctuation punctuation punctuation punctuation verb punctuation punctuation punctuation punctuation verb punctuation punctuation punctuation punctuation verb punctuation punctuation punctuation punctuation noun punctuation,4,1
1428,"-Te amo -Te amo -No, yo te amo más -No, yo te amo más -Ay, qué ridículo es jugar con el eco -Ay, qué ridículo es jugar con el eco. punctuation pronoun verb punctuation pronoun verb punctuation adverb punctuation pronoun pronoun verb adverb punctuation adverb punctuation pronoun pronoun verb adverb punctuation interjection punctuation determiner adjective verb verb adposition determiner noun punctuation interjection punctuation determiner adjective verb verb adposition determiner noun punctuation",1,1
1429,Típico: que te acomodas y tu mamá te manda a hacer algo. noun punctuation pronoun pronoun verb conjunction determiner noun pronoun verb adposition verb pronoun punctuation,0,0
1430,Llegar al colegio con ganas de irse verb adposition determiner noun adposition noun adposition verb pronoun,0,0
1431,"-Mamá, me saqué un 9 en Literatura -Que bien, te felicito hija. ¿Y en historia como te fue? -Me saqué un 9 en Literatura. punctuation noun punctuation pronoun verb determiner number adposition noun punctuation pronoun adverb punctuation pronoun verb noun punctuation punctuation conjunction adposition noun conjunction pronoun verb punctuation punctuation pronoun verb determiner number adposition noun punctuation",3,1
1432, @Riete y te vuelo los dientes. punctuation noun conjunction pronoun verb determiner noun punctuation,0,0
1433,- ¿Me haces un favor? - ¿Me tengo que levantar? -Si -Entonces no. punctuation punctuation pronoun verb determiner noun punctuation punctuation punctuation pronoun verb conjunction verb punctuation punctuation conjunction punctuation adverb adverb punctuation,1,1
1434,¿Qué le dijo el inodoro a Batman? Te conozco la bati-cueva. by @xlxn_pesina   punctuation pronoun pronoun verb determiner noun adposition noun punctuation pronoun verb determiner adjective punctuation noun punctuation noun,1,1
1435,Los celulares están programados para trabarse cuando más se necesitan. determiner adjective verb verb adposition verb pronoun conjunction adverb pronoun verb punctuation,0,0
1436,"-¿Doctor, que es lo que tengo? -Sabe como se dice ""dos más"" en inglés -¿Two more? -Exacto, tienes un two more maligno. punctuation punctuation noun punctuation pronoun verb determiner pronoun verb punctuation punctuation verb conjunction pronoun verb punctuation number adverb punctuation adposition noun punctuation punctuation noun verb punctuation punctuation interjection punctuation verb determiner noun verb adjective punctuation",0,0
1437,Me gustan las canciones nuevas porque no me recuerdan a nadie. pronoun verb determiner noun adjective conjunction adverb pronoun verb adposition pronoun punctuation,1,0
1438,"-Pepe, tras 15 años de relaciones, ¿por qué no nos casamos? -¿Y quién nos va a querer?   punctuation noun punctuation adposition number noun adposition noun punctuation punctuation adposition pronoun adverb pronoun verb punctuation punctuation punctuation conjunction pronoun pronoun verb adposition verb punctuation",2,1
1439,"@PitufoFilosofon Pareja perfecta es la que vuelve a intentarlo, y lucha por estar juntos. punctuation noun adjective verb determiner pronoun verb adposition verb pronoun punctuation conjunction noun adposition verb adjective punctuation",0,0
1440,"Ir a la playa y preguntarle a una ola ""ke ase?"" verb adposition determiner noun conjunction verb pronoun adposition determiner noun punctuation noun verb punctuation punctuation",0,0
1441,Ese momento de inseguridad en un examen cuando usas la calculadora hasta para sumar 2+2. determiner noun adposition noun adposition determiner noun pronoun verb determiner noun adposition adposition verb punctuation,0,0
1442,- ¡No entres ahí imbécil! ¡No entres a esa iglesia! ¡NOOO! - ¿Qué película estás viendo mi vida? -El vídeo de nuestra boda. punctuation punctuation adverb verb adverb adjective punctuation punctuation adverb verb adposition determiner noun punctuation punctuation noun punctuation punctuation punctuation determiner noun verb verb determiner noun punctuation punctuation determiner noun adposition determiner noun punctuation,4,1
1443,"- Ayer, al salir del trabajo atropellé a un unicornio.
- No jodas, ¿tenes trabajo? punctuation adverb punctuation adposition determiner verb adposition determiner noun verb adposition determiner noun punctuation punctuation adverb verb punctuation punctuation noun noun punctuation",5,1
1444,"Agarra el vaso y tíralo al suelo. Listo, ya ¿Se rompió? Sí Ahora pídele perdón Perdón. ¿Volvió a estar como antes? No. ¿Entendiste? punctuation noun determiner noun conjunction verb pronoun adposition determiner noun punctuation punctuation noun punctuation adverb punctuation punctuation pronoun verb punctuation punctuation noun punctuation noun verb pronoun noun punctuation noun punctuation punctuation punctuation verb adposition verb conjunction adverb punctuation punctuation noun punctuation punctuation punctuation verb punctuation",0,0
1445,"- ¿Por qué vas al velorio de tu tía disfrazado del perro de Mickey?  -Vos me lo dijiste - ¡DE LUTO TE DIJE, DE LUTO! punctuation punctuation adposition pronoun verb adposition determiner noun adposition determiner noun verb adposition determiner noun adposition noun punctuation punctuation pronoun pronoun pronoun verb punctuation punctuation noun punctuation noun punctuation",4,1
1446,"Mamá, mamá! en el colegio me dicen Shampoo -Tranquilo Johnson, No más Lágrimas! noun punctuation noun punctuation adposition determiner noun pronoun verb noun punctuation noun punctuation noun adverb noun punctuation",3,1
1447,"No quiero ser toda tu vida, solo tu parte favorita... adverb verb verb determiner determiner noun punctuation adverb determiner noun adjective punctuation",0,0
1448,Tengo una amiga que le dicen la langosta... porque tiene toda la carne en la cola!  verb determiner noun pronoun pronoun verb determiner noun punctuation conjunction verb determiner determiner noun adposition determiner noun punctuation,3,1
1449,"Me encanta encontrar dinero en mi ropa, es como un regalo para mí de mí. pronoun verb verb noun adposition determiner noun punctuation verb conjunction determiner noun adposition pronoun adposition pronoun punctuation",0,0
1450,"No eres fea, pero digamos que eres mi plan ""Z"".  adverb verb adjective punctuation conjunction verb conjunction verb determiner noun punctuation noun punctuation punctuation",0,0
1451,"""Y me terminó gustando más de lo que pensé."" - 3MSC punctuation conjunction pronoun verb verb adverb adposition determiner pronoun verb punctuation punctuation punctuation number",0,0
1452,"Las mujeres con lunares o pecas, son doblemente hermosas. determiner noun adposition noun conjunction noun punctuation verb adverb adjective punctuation",0,0
1453,Pensar todo el día en dormir y a la hora de dormir pensar en todo el día verb determiner determiner noun adposition verb conjunction adposition determiner noun adposition verb verb adposition determiner determiner noun,0,0
1454,"—Bueno, ¿con quién quiere hablar? —Contigo. —Déjeme se lo paso, ¡TIGO, TE HABLAN! —No, pero... —Ya viene. —Espera... —Hola, habla Tigo punctuation noun punctuation punctuation adposition pronoun verb verb punctuation punctuation noun punctuation punctuation noun pronoun pronoun noun punctuation punctuation noun punctuation noun punctuation punctuation noun punctuation conjunction punctuation punctuation noun verb punctuation punctuation noun punctuation punctuation noun punctuation verb noun",2,1
1455,Típico: estudiar durante unos minutos y tomar descanso durante unas horas. noun punctuation verb adposition determiner noun conjunction verb noun adposition determiner noun punctuation,2,1
1456,"-Hola niña, ¿cómo te llamas? - ""JARA "" -Que nombre tan raro -JI JEÑOR punctuation interjection noun punctuation punctuation pronoun pronoun noun punctuation punctuation punctuation noun punctuation punctuation pronoun noun adverb adjective punctuation noun",3,1
1457,¿Los albañiles se van al cielo por sus buenas obras? punctuation determiner noun pronoun verb adposition determiner noun adposition determiner adjective noun punctuation,3,1
1458,"- ¡No te muevas! Tenes algo horrendo saliendo de tu cuello - ¿DÓNDE? ¡QUÍTAMELO! ¡QUÍTAMELO! -Ah no, es tu cara. punctuation punctuation adverb pronoun verb punctuation noun adverb adjective verb adposition determiner noun punctuation punctuation pronoun punctuation punctuation noun punctuation punctuation noun punctuation punctuation interjection adverb punctuation verb determiner noun punctuation",3,1
1459,¿Por qué las prostitutas se parecen a las autopistas? Porque o pagas o te vas por la vieja...  punctuation adposition pronoun determiner noun pronoun verb adposition determiner noun punctuation conjunction conjunction noun conjunction pronoun verb adposition determiner adjective punctuation,2,1
1460,RT @NewBirdVe: ¡¡Si eres uno de nuestros primeros 1.000 seguidores participarás para ganar el calzado NewBird que más te guste!!! ¡Danos ... noun punctuation noun punctuation punctuation punctuation conjunction verb pronoun adposition determiner adjective number noun verb adposition verb determiner noun noun pronoun adverb pronoun verb punctuation punctuation punctuation punctuation verb pronoun punctuation,0,0
1461,"Usar el ""jajaja"" como comodín cuando no sabes que contestar. verb determiner punctuation noun punctuation conjunction noun conjunction adverb verb conjunction verb punctuation",3,0
1462,"""Diciembre es el mes de los almuerzayunos."" punctuation date verb determiner noun adposition determiner noun punctuation punctuation",3,1
1463,Típico Decir que es una larga historia para no contarla. noun pronoun verb determiner adjective noun adposition adverb verb pronoun punctuation,1,1
1464,"Cuando somos buenos, nadie nos recuerda; cuando somos malos, nadie nos olvida. conjunction verb adjective punctuation pronoun pronoun verb punctuation conjunction verb adjective punctuation pronoun pronoun verb punctuation",0,0
1465,Copiar la conversacion y pasarselo a tu amigo para ver que opina al respecto. verb determiner noun conjunction verb pronoun pronoun adposition determiner noun adposition verb conjunction verb adposition determiner noun punctuation,1,1
1466,—Jajajajajajajá. —¿De qué te ríes? —De tí. —¿Por qué? —Porque antes me gustabas. —¿Y ahora? —También :( punctuation noun punctuation punctuation punctuation adposition pronoun pronoun verb punctuation punctuation noun verb punctuation punctuation punctuation adposition pronoun punctuation punctuation noun adverb pronoun verb punctuation punctuation punctuation conjunction adverb punctuation punctuation noun punctuation punctuation,1,0
1467,"Doctor, ¿como se encuentra mi hijo, el que se tragó una moneda? -Sigue SIN CAMBIO, Sra.   noun punctuation punctuation conjunction pronoun verb determiner noun punctuation determiner pronoun pronoun verb determiner noun punctuation punctuation verb noun punctuation noun",4,1
1468,"Mis días pasan así:
-Luuuunneeeeeeeeeeeeees
-Maaaaaaaaaarteeeeeeeeees
-Mieeeeeeeeeeeeercoooooooleeeeeees
-Jueeeeeeveeeees
-VIERNESABADOMINGO determiner noun verb adverb punctuation punctuation noun punctuation noun punctuation noun punctuation noun punctuation noun",1,1
1469,Faltan cinco pa’ las doce el año va a terminar me voy corriendo a mi casa a abrazar a mi mamá... verb number noun punctuation determiner number determiner noun verb adposition verb pronoun verb verb adposition determiner noun adposition verb adposition determiner noun punctuation,0,0
1470,"Un hombre debe tener a una mujer bella, una mujer inteligente, una mujer simpática... y que no se conozcan entre ellas. determiner noun verb verb adposition determiner noun adjective punctuation determiner noun adjective punctuation determiner noun adjective punctuation conjunction conjunction adverb pronoun verb adposition pronoun punctuation",3,1
1471,"—Mamá, en la noticias dicen que hay una lluvia de meteoros! — ¡LA ROPAAAAAAA HIJUEPUTAAAA!!! punctuation noun punctuation adposition determiner noun verb conjunction verb determiner noun adposition noun punctuation punctuation punctuation noun punctuation punctuation punctuation",3,1
1472,"Lo Que siempre Quise Hacer Fue salir del salón de clases cuando el profesor decía ""A quién no le interese mi clase puede salir determiner noun adverb noun verb adposition determiner noun adposition noun conjunction determiner noun verb punctuation adposition pronoun adverb pronoun verb determiner noun verb verb",4,1
1473,"- ¿Qué te pasa? -Nada -Decime -Nada, carajo -Dale decime -NADA - ¿Ya no me quieres verdad? -QUE NADES PENDEJA, ¡NOS VAMOS A AHOGAR! punctuation punctuation pronoun pronoun verb punctuation punctuation adverb punctuation noun punctuation pronoun punctuation noun punctuation verb pronoun adjective punctuation adverb punctuation punctuation adverb adverb pronoun verb noun punctuation punctuation noun punctuation punctuation noun punctuation",4,1
1474,"- ¿A qué te dedicas? -Soy delantero -Ah, ¿jugas al fútbol? -No, vendo delantales punctuation punctuation adposition pronoun pronoun verb punctuation punctuation verb adjective punctuation interjection punctuation punctuation noun adposition determiner noun punctuation punctuation adverb punctuation verb noun",1,1
1475,No hacer nada en todo el día. Sentirse culpable. Seguir sin hacer nada. adverb verb pronoun adposition determiner determiner noun punctuation verb pronoun adjective punctuation verb adposition verb pronoun punctuation,0,0
1476, Una fiesta ni la hptaaaa!!!  determiner noun conjunction determiner noun punctuation punctuation punctuation,0,0
1477,"RT @Adrianfe95: ""@A_reirse: Hay gente que hoy está haciendo un esfuerzo por ser más estúpida que ayer"" como el árbitro del partido COLOMBIA… noun punctuation number punctuation punctuation punctuation noun punctuation verb noun pronoun adverb verb verb determiner noun adposition verb adverb adjective conjunction adverb punctuation conjunction determiner noun adposition determiner noun noun punctuation",1,0
1478,—¿Y qué quieres para el 2014? —Dormir punctuation punctuation conjunction pronoun verb adposition determiner number punctuation punctuation noun,1,1
1479,"Típico: te vas a desconectar y alguien te dice ""Hola"". noun punctuation pronoun verb adposition verb conjunction pronoun pronoun verb punctuation interjection punctuation punctuation",0,0
1480,"-Amor, no puedo verte triste. Si queres hablar, hablemos, si queres bailar, bailemos. ¿Qué queres hacer? -Nada -Entonces nademos. punctuation noun punctuation adverb verb verb pronoun adjective punctuation conjunction noun verb punctuation verb punctuation conjunction noun verb punctuation verb punctuation punctuation pronoun verb verb punctuation punctuation adverb punctuation adverb verb punctuation",2,1
1481," Nunca digas nunca, nunca digas siempre, nunca digas te amo, si de verdad no lo sientes. adverb verb adverb punctuation adverb verb adverb punctuation adverb verb pronoun verb punctuation conjunction adposition noun adverb pronoun verb punctuation",0,0
1482,"Hey, ¿alguna vez has estado perdido? Si ¿En dónde? En tu mirada Aw ¿en serio? Jajaja no, en el supermercado a los 5 años, fue horrible punctuation noun punctuation punctuation determiner noun verb verb verb punctuation punctuation noun punctuation punctuation adposition pronoun punctuation punctuation noun determiner noun punctuation noun punctuation adposition adjective punctuation punctuation noun adverb punctuation adposition determiner noun adposition determiner number noun punctuation verb adjective",1,1
1483,"Si te hace olvidar que el mundo es una mierda, te ama. conjunction pronoun verb verb conjunction determiner noun verb determiner noun punctuation pronoun verb punctuation",0,0
1484,Soy de ese 99 % de gente que odia oír su voz en vídeos. verb adposition determiner number adposition noun pronoun verb verb determiner noun adposition noun punctuation,0,0
1485,"Una chica pregunta: ¿oye cómo te llamas? -Coca Cola, ¿y tú? -María... -Ja no jodas, como las galletas!  determiner noun noun punctuation punctuation verb pronoun pronoun noun punctuation punctuation noun punctuation punctuation conjunction pronoun punctuation punctuation noun punctuation punctuation interjection adverb verb punctuation conjunction determiner noun punctuation",3,1
1486,-¿Y cuanto llevas casada comadre? -20 años! -Tanto? no se te ha hecho largo? -No... Se me ha hecho ancho!  punctuation punctuation conjunction pronoun verb verb noun punctuation number noun punctuation punctuation noun punctuation adverb pronoun pronoun verb verb adjective punctuation punctuation adverb punctuation pronoun pronoun verb verb noun punctuation,1,1
1487,Situación Sentimental: Mi Cupido se droga. noun punctuation determiner noun pronoun noun punctuation,2,1
1488,"1994 el PEOR año de la música: Se separó Guns N' Roses, murió Kurt Cobain y nació Justin Bieber... number determiner noun noun adposition determiner noun punctuation pronoun verb noun punctuation noun punctuation verb noun conjunction verb noun punctuation",4,1
1489,¿En qué se parecen Lady Gaga y Wolverine? Los dos son Ex-Men!    punctuation adposition pronoun pronoun verb noun conjunction noun punctuation determiner number verb noun punctuation,2,1
1490,Mi mama también se inventa la hora para que yo me levante temprano. determiner noun adverb pronoun verb determiner noun adposition conjunction pronoun pronoun verb adverb punctuation,0,0
1491,"Si tu novia entiende esto: (X) , (O), (?), (?) , R1: , R2:, L1, L2…no la dejes jamás. conjunction determiner noun verb pronoun punctuation punctuation noun punctuation punctuation punctuation conjunction punctuation punctuation punctuation punctuation punctuation punctuation punctuation punctuation punctuation punctuation number punctuation punctuation number punctuation punctuation number punctuation number punctuation adverb determiner noun adverb punctuation",0,0
1492,"-Señor, lamento decirle que le hemos diagnosticado Parkinson -Ah, ¿si? ¡Mira cómo tiemblo! punctuation interjection punctuation verb verb pronoun conjunction pronoun verb verb noun punctuation interjection punctuation punctuation noun punctuation punctuation verb pronoun verb punctuation",3,1
1493,"— Mamá, estoy embarazada. — ¡Tanto que veíamos la rosa de Guadalupe y me sale con esto! punctuation noun punctuation verb verb punctuation punctuation punctuation adverb pronoun verb determiner noun adposition noun conjunction pronoun verb adposition pronoun punctuation",1,1
1494,"Si la vida fuera vodka, me la tomaría en serio. conjunction determiner noun verb noun punctuation pronoun pronoun verb adposition adjective punctuation",0,0
1495,Situación sentimental: Cupido me hace Bullying. noun adjective punctuation noun pronoun verb noun punctuation,1,0
1496,Mi madre es una arrastrada. (Una culebra)    determiner noun verb determiner verb punctuation punctuation determiner noun punctuation,2,1
1497,VEAN ESTE VIDEO ES MUY GRACIOSO https://t.co/YC5fUIKOIu noun number,0,0
1498,"-Amiga, aquí entre nos, ¿tu marido tiene pene? -Sí, claro -Y por qué coño te sigues acostando con el mío!?   punctuation adjective punctuation adverb adposition pronoun punctuation punctuation determiner noun verb noun punctuation punctuation adverb punctuation adverb punctuation conjunction adposition determiner noun pronoun verb verb adposition determiner adjective punctuation punctuation",3,1
1499,"Amistad sin sobrenombres, no es amistad. noun adposition noun punctuation adverb verb noun punctuation",0,0
1500,"Ir a un examen. Ver ""Nombre"". Escribir tu nombre y apellido. Ver en la siguiente línea: ""Apellido"". Sentirte retrasado. verb adposition determiner noun punctuation verb punctuation noun punctuation punctuation verb determiner noun conjunction noun punctuation verb adposition determiner adjective noun punctuation punctuation noun punctuation punctuation verb pronoun noun punctuation",2,1
1501,"—¿De qué murió tu padre? —De cataratas —¿Y eso, le operaron? —No, le empujaron   punctuation punctuation adposition pronoun verb determiner noun punctuation punctuation noun noun punctuation punctuation conjunction pronoun punctuation pronoun verb punctuation punctuation noun punctuation pronoun verb",1,1
1502,De ti me gustan hasta esas cosas que no soporto en los demás. adposition pronoun pronoun verb adposition determiner noun pronoun adverb verb adposition determiner pronoun punctuation,0,0
1503,RT @AmorAmbiental: Reciclar los periódicos (el 70% de ellos se tiran a la basura; reciclar un día de periódicos salva millones de árboles noun punctuation noun punctuation verb determiner noun punctuation determiner number adposition pronoun pronoun verb adposition determiner noun punctuation verb determiner noun adposition noun verb noun adposition noun,0,0
1504,RT @NewBirdVe: ¡Estamos a menos de 20 seguidores para llegar a los 1.000. Al hacerlo realizaremos el concurso por el primer par de zapatos! noun punctuation noun punctuation punctuation verb adposition adverb adposition number noun adposition verb adposition determiner number punctuation adposition determiner verb pronoun verb determiner noun adposition determiner adjective noun adposition noun punctuation,0,0
1505,"¿De qué me sirve ser tan guapo, si dicen que el amor es ciego? punctuation adposition pronoun pronoun verb verb adverb adjective punctuation conjunction verb conjunction determiner noun verb adjective punctuation",3,1
1506,Típico : Flojear el domingo. noun punctuation verb determiner date punctuation,0,0
1507,"-Mamá, en la escuela me dicen tuitero - ¿Quienes hijo? -RT si crees que los de mi salón. FAV si pensas que es el maestro de historia punctuation noun punctuation adposition determiner noun pronoun verb noun punctuation punctuation pronoun noun punctuation punctuation noun conjunction verb conjunction determiner adposition determiner noun punctuation noun conjunction noun pronoun verb determiner noun adposition noun",4,1
1508,Me gustas mucho Me gustas much Me gustas muc Me gustas mu Me gustas m Me gustas Me gusta Me gustab Me gustaba Me gustabas. pronoun verb adverb noun verb noun noun verb noun noun verb noun noun verb noun noun verb noun verb noun noun noun verb noun verb punctuation,3,0
1509,— ¿Mi amor estás enojada? — :) punctuation punctuation determiner noun verb verb punctuation punctuation punctuation punctuation,0,0
1510,"Odio ser bipolar, es tan genial! verb verb adjective punctuation verb adverb adjective punctuation",1,1
1511,"-Señor, ¿tiene pastillas para el Alzheimer? -Sí - ¿Sí qué? -Sí tengo pastillas para el Alzheimer - ¿Y usted como supo que quería yo eso? punctuation interjection punctuation punctuation verb noun adposition determiner noun punctuation punctuation adverb punctuation punctuation pronoun pronoun punctuation punctuation pronoun verb noun adposition determiner noun punctuation punctuation conjunction pronoun conjunction verb conjunction verb pronoun pronoun punctuation",4,1
1512,"El truco está en ponerle la corona, donde el pendejo le puso los cuernos. determiner noun verb adposition verb pronoun determiner noun punctuation pronoun determiner noun pronoun verb determiner noun punctuation",0,0
1513,-Con el dinero que gastas en cigarrillos ya tuvieras una ferrari - ¿Vos fumas? -No - ¿Y tu ferrari? -Pero... - ¿DONDE ESTA TU FERRARI DIJE? punctuation adposition determiner noun pronoun verb adposition noun adverb verb determiner noun punctuation punctuation pronoun verb punctuation punctuation adverb punctuation punctuation conjunction determiner noun punctuation punctuation conjunction punctuation punctuation punctuation noun punctuation,1,1
1514,"Tío, con el dinero que gastas en cigarros, tendrías un Ferrari. ¿Y tú fumas? No. ¿Y tu Ferrari? Pero... ¿DÓNDE ESTÁ TU PUTO FERRARI? punctuation noun punctuation adposition determiner noun pronoun verb adposition noun punctuation verb determiner noun punctuation punctuation punctuation conjunction pronoun verb punctuation punctuation noun punctuation punctuation punctuation conjunction determiner noun punctuation punctuation noun punctuation punctuation punctuation noun punctuation",1,1
1515,"RT @RealidadEnfrase: La decepción no mata, enseña. noun punctuation noun punctuation determiner noun adverb verb punctuation verb punctuation",0,0
1516,Iban 2 borrachos en la  calle y uno se detiene en unos topes: -Por qué te detienes? -Espera que pasen las tortugas! by @Rammoncho verb number noun adposition determiner noun conjunction pronoun pronoun verb adposition determiner noun punctuation punctuation adposition pronoun pronoun verb punctuation punctuation verb conjunction verb determiner noun punctuation noun punctuation noun,3,1
