,text,category,median
1926,- ¿Y si mejor quedamos como amigos? - ¿Y si mejor te vas a la mierda? punctuation punctuation conjunction conjunction adverb verb conjunction noun punctuation punctuation punctuation conjunction conjunction adverb pronoun verb adposition determiner noun punctuation,0,0
1927,"Típico: — Mamá estoy aburrido — Ten, ponte a barrer. noun punctuation punctuation noun verb verb punctuation noun punctuation verb pronoun adposition verb punctuation",1,2
1928,"-Ayer me robaron - ¿QUIÉN? -No sé, no tuvimos tiempo de presentarnos... punctuation adverb pronoun verb punctuation punctuation pronoun punctuation punctuation adverb verb punctuation adverb verb noun adposition verb pronoun punctuation",1,2
1929,"El amor puede ser ciego, pero los vecinos se dan cuenta.   determiner noun verb verb adjective punctuation conjunction determiner noun pronoun verb punctuation",1,3
1930,"Usar el ""jajaja"" como comodín cuando no sabes que rayos contestar. verb determiner punctuation noun punctuation conjunction noun conjunction adverb verb conjunction noun verb punctuation",1,1
1931,"Típico: *En un examen* —¡Pssss! —.. —¡Psss! —¿Qué? —Dime la 9 —No me la sé —Pero has puesto 6 líneas, cabrón.. —Si, pero es inventado. noun punctuation punctuation noun determiner noun punctuation punctuation punctuation noun punctuation punctuation punctuation punctuation punctuation punctuation noun punctuation punctuation punctuation pronoun punctuation punctuation noun determiner number punctuation noun pronoun pronoun verb punctuation noun verb verb number noun punctuation noun punctuation punctuation punctuation noun punctuation conjunction verb verb punctuation",0,0
1932, - Apenas es Lunes... y ya extraño el Fin de Semana!!! punctuation adverb verb date punctuation conjunction adverb adjective determiner noun punctuation punctuation punctuation,1,1
1933,"-Hijo, hablé con la cigüeña para q te trajera un hermanito -No jodas papá. Con tantas mujeres ¡te acostaste con una cigüeña! punctuation noun punctuation verb adposition determiner noun adposition noun pronoun verb determiner noun punctuation adverb verb noun punctuation adposition determiner noun punctuation pronoun verb adposition determiner noun punctuation",1,5
1934,"Ir caminando por la calle, que te saluden desde un auto y devolver el saludo sin tener idea de quien es verb verb adposition determiner noun punctuation pronoun pronoun verb adposition determiner noun conjunction verb determiner noun adposition verb noun adposition pronoun verb",1,2
1935,"-Compadre, dicen que el semen y el cloro saben a lo mismo ¿Usted que opina? -No lo sé compadre, nunca he probado cloro. by @Rey_Aztk punctuation noun punctuation verb conjunction determiner noun conjunction determiner noun verb adposition determiner adjective punctuation pronoun conjunction verb punctuation punctuation adverb pronoun verb noun punctuation adverb verb verb noun punctuation noun punctuation noun",1,3
1936," El ""NO"" de una mujer, viene del latín, ""Ruégame más ¡CABRÓN!"" determiner punctuation adverb punctuation adposition determiner noun punctuation verb adposition determiner noun punctuation punctuation verb pronoun adverb punctuation noun punctuation punctuation",0,0
1937,"No es flojera, es ""paz interior"". adverb verb noun punctuation verb punctuation noun adjective punctuation punctuation",1,1
1938,"La felicidad consiste en dormir sin tener que madrugar, comer sin engordar y aprobar sin estudiar. determiner noun verb adposition verb adposition verb pronoun verb punctuation verb adposition verb conjunction verb adposition verb punctuation",1,1
1939,"—Mamá, aún no sé qué estudiar. — ¿Qué te gusta? —Dormir. punctuation noun punctuation adverb adverb verb pronoun verb punctuation punctuation punctuation pronoun pronoun verb punctuation punctuation noun punctuation",1,2
1940,"—Mama ¿me amas? —Sí hijo. —¿Me dejas ir a la fiesta? —No. —¿Has escuchado ''Si amas algo dejalo ir''? —¿Has escuchado ""Callate a la verga""? punctuation noun punctuation pronoun noun punctuation punctuation noun noun punctuation punctuation punctuation pronoun verb verb adposition determiner noun punctuation punctuation noun punctuation punctuation punctuation verb verb punctuation conjunction noun adverb verb pronoun verb punctuation punctuation punctuation punctuation verb verb punctuation verb pronoun adposition determiner noun punctuation punctuation",1,2
1941,"RT @TuAutoCorrector: Es «trasplante», no «transplante». Es «zafar», no «safar». Es «yendo», no «llendo». Si pueden, RT. noun punctuation noun punctuation verb punctuation noun punctuation punctuation adverb punctuation noun punctuation punctuation verb punctuation verb punctuation punctuation adverb punctuation verb punctuation punctuation verb punctuation verb punctuation punctuation adverb punctuation verb punctuation punctuation conjunction verb punctuation noun punctuation",0,0
1942,¿Y qué le dijo la P a la R? ¡Qué cosota tan grande tienes! by @KaritoEP  punctuation conjunction pronoun pronoun verb determiner noun adposition determiner noun punctuation punctuation determiner noun adverb adjective verb punctuation noun punctuation noun,1,3
1943,"@TwitsDeMusica yo también, pero deja de mentir, si que te hablo :( punctuation noun pronoun adverb punctuation conjunction verb adposition verb punctuation conjunction conjunction pronoun verb punctuation punctuation",0,0
1944,"Estoy planeando el asesinato de mi almohada, ya sabe demasiado. verb verb determiner noun adposition determiner noun punctuation adverb verb adverb punctuation",1,3
1945,Camiseta vieja = ¡Pijama Nuevo! noun adjective punctuation punctuation noun punctuation,0,0
1946,"- ¿Cómo estás? -Bien - ¿De dónde venís? -Del hospital, es que a mi hijo le pusieron muletas -Jajajaja que nombre más feo punctuation punctuation pronoun verb punctuation punctuation adverb punctuation punctuation adposition pronoun verb punctuation punctuation adposition determiner noun punctuation verb conjunction adposition determiner noun pronoun verb noun punctuation noun conjunction noun adverb adjective",1,4
1947,"Pertenezco al 0.00000001% de la población que nunca se ha desmayado, ni ha tenido un yeso. verb adposition determiner number adposition determiner noun pronoun adverb pronoun verb verb punctuation conjunction verb verb determiner noun punctuation",0,0
1948,"-¿Fumaste marihuana? -¡No, papá! Te juro que... -Idiota, ¡soy tu perro! -¡Jajajá Firulay me asustaste! :( punctuation punctuation verb noun punctuation punctuation punctuation adverb punctuation noun punctuation pronoun verb conjunction punctuation punctuation noun punctuation punctuation verb determiner noun punctuation punctuation punctuation interjection noun pronoun verb punctuation punctuation punctuation",1,5
1949,"Con el dinero pasa lo mismo que con el papel higiénico, cuando se necesita, se necesita... urgentemente.   adposition determiner noun verb determiner adjective pronoun adposition determiner noun adjective punctuation conjunction pronoun verb punctuation pronoun verb punctuation adverb punctuation",1,5
1950,-Me gustan las chicas que me dan helado... ¡el lado de atrás!  punctuation pronoun verb determiner noun pronoun pronoun verb verb punctuation punctuation determiner noun adposition adverb punctuation,1,3
1951,"—Oye, eres perfecta.   —¿Por qué?  —Te gusta el fútbol, los videojuegos, la cerveza, comes más que yo...   —Gracias, ¿Quieres ver mi pene? punctuation noun punctuation verb adjective punctuation punctuation punctuation adposition pronoun punctuation punctuation noun verb determiner noun punctuation determiner noun punctuation determiner noun punctuation verb adverb conjunction pronoun punctuation punctuation noun punctuation punctuation verb verb determiner noun punctuation",1,3
1952,"*En mi graduación*: Quiero agradecer a mis padres, hermanos y especialmente a Google y Wikipedia :) punctuation noun determiner noun punctuation punctuation verb verb adposition determiner noun punctuation noun conjunction adverb adposition noun conjunction noun punctuation punctuation",0,0
1953,Apagar la alarma y demostrarle al tiempo quien manda. verb determiner noun conjunction verb pronoun adposition determiner noun pronoun verb punctuation,0,0
1954,"-Hija, ordena tu cuarto, vienen visitas -Ah, NO SABIA QUE LA REUNIÓN ERA EN MI CUARTO punctuation noun punctuation verb determiner noun punctuation verb noun punctuation interjection punctuation noun",1,1
1955,"Todo en exceso es malo, menos las vacaciones. pronoun adposition noun verb adjective punctuation adverb determiner noun punctuation",1,1
1956,-Me parece que te estas obsesionando con el alcohol -Cierra la maldita vodka punctuation pronoun verb conjunction pronoun pronoun verb adposition determiner noun punctuation verb determiner adjective noun,1,4
1957,No todos los tweets tienen un por qué o un por quién. De nada. adverb determiner determiner noun verb determiner adposition pronoun conjunction determiner adposition pronoun punctuation adposition pronoun punctuation,0,0
1958,Las excusas de mis hijos van a tener que estar muy cabronas para que yo me las crea. determiner noun adposition determiner noun verb adposition verb conjunction verb adverb noun adposition conjunction pronoun pronoun pronoun verb punctuation,0,0
1959,Si las mujeres gobernaran no habría III Guerra Mundial  sólo grupitos de paises hablando mal de otros y sonriendose entre sí. conjunction determiner noun verb adverb verb noun adverb noun adposition noun verb adverb adposition pronoun conjunction verb pronoun adposition pronoun punctuation,1,3
1960,"Si me rasuro nomás una pierna, puedo frotarla con mi otra pierna, y así hago de cuenta como que duermo contigo.  conjunction pronoun verb adverb determiner noun punctuation verb verb pronoun adposition determiner determiner noun punctuation conjunction adverb verb adposition verb conjunction pronoun verb pronoun punctuation",0,0
1961,"-Hola, me llamo Drácula ¿y tu? -Yo me llamo Edward... -¡No jodas! ¿Como el vampiro? by @kilemc  punctuation interjection punctuation pronoun verb noun punctuation conjunction determiner punctuation punctuation pronoun pronoun verb noun punctuation punctuation punctuation adverb verb punctuation punctuation conjunction determiner noun punctuation noun punctuation noun",1,2
1962,La vida sin música no es vida. determiner noun adposition noun adverb verb noun punctuation,0,0
1963,Levantarse pensando en la siesta que vas a dormir a la tarde verb pronoun verb adposition determiner noun pronoun verb adposition verb adposition determiner noun,1,1
1964,RT @ceramicascaribe: En  queremos saber... ¿Cuál es tu color favorito? noun punctuation verb punctuation adposition verb noun punctuation punctuation pronoun verb determiner noun adjective punctuation,0,0
1965,"-Papá, ya tengo NOVIA! Ese es mi HIJOO, igualito a su padre! -Papá, ya tengo NOVIO! Mira hija, primero concentrate en tus estudios. Ok? punctuation noun punctuation adverb verb noun punctuation punctuation noun verb determiner noun punctuation noun adposition determiner noun punctuation punctuation noun punctuation adverb verb noun punctuation punctuation noun noun punctuation adverb verb pronoun adposition determiner noun punctuation noun punctuation",1,1
1966," Jessy y laura, Seria hombre muerto. noun conjunction noun punctuation noun noun verb punctuation",0,0
1967,Menos mal que nadie escucha lo que pienso. adverb adjective conjunction pronoun verb determiner pronoun verb punctuation,0,0
1968,"—A ella le gusta la gasolina. —Oye, ¿no puedes cantar algo más educativo? —A ella le gusta la mezcla de hidrocarburos derivados de petróleo. punctuation noun pronoun pronoun verb determiner noun punctuation punctuation noun punctuation punctuation adverb verb verb pronoun adverb adjective punctuation punctuation noun pronoun pronoun verb determiner noun adposition noun verb adposition noun punctuation",1,3
1969,Dos formas para no odiar una canción: -No la pongas de despertador. -No la dediques. number noun adposition adverb verb determiner noun punctuation punctuation adverb pronoun verb adposition noun punctuation punctuation adverb pronoun verb punctuation,1,2
1970,"-Alumno, ¿por qué llega tarde a clase? - ¡Agradezca que vine a la escuela! punctuation noun punctuation punctuation adposition pronoun verb adverb adposition noun punctuation punctuation punctuation verb conjunction verb adposition determiner noun punctuation",1,4
1971,"-Mi amor, vamos para lo oscurito ;) - ¡No! -Dale, quiero mostrarte algo -Ok, ¿Qué es? -Mira, es mi nuevo Nokia con lamparita :D punctuation determiner noun punctuation verb adposition pronoun adjective punctuation punctuation punctuation punctuation adverb punctuation punctuation verb pronoun punctuation verb verb pronoun pronoun punctuation noun punctuation punctuation pronoun verb punctuation punctuation verb punctuation verb determiner adjective noun adposition noun punctuation noun",1,1
1972,"RT @MichelPesquera: Algunas personas piensan que mantener una mala relación les hace fuertes; a veces, dejarla es lo que les fortalece. noun punctuation noun punctuation determiner noun verb conjunction verb determiner adjective noun pronoun verb adjective punctuation adposition noun punctuation verb pronoun verb determiner pronoun pronoun verb punctuation",0,0
1973,"-Te voy a matar - ¡No por favor, compasión! Compasión -Esta bien, ¡OOOHHH! TEEEEEE VOOOOOY AAAAA MAAATAAAAARRRRR... punctuation pronoun verb adposition verb punctuation punctuation adverb adverb punctuation noun punctuation noun punctuation determiner noun punctuation punctuation noun punctuation noun punctuation",1,3
1974,"-Mamá, me vas a llevar a cortar el pelo? -Por qué preguntas eso, Jaimito? -Porque anoche el vecino te decía: Tu chiquito sí está peluo! punctuation noun punctuation pronoun verb adposition verb adposition verb determiner noun punctuation punctuation adposition determiner noun pronoun punctuation noun punctuation punctuation conjunction adverb determiner noun pronoun verb punctuation determiner noun pronoun verb noun punctuation",1,4
1975,"-Hola, soy marinero y escritor - ¿Si? Que bueno -Si. Navego por Internet y escribo en Twitter. punctuation interjection punctuation verb adjective conjunction noun punctuation punctuation conjunction punctuation conjunction adjective punctuation conjunction punctuation verb adposition noun conjunction verb adposition noun punctuation",1,1
1976,Yo también dejé de correr cuando el profesor de educación física volteaba. pronoun adverb verb adposition verb conjunction determiner noun adposition noun adjective verb punctuation,1,3
1977,"—911 ¿Cuál es su emergencia 

—¡me asaltaron! 

—¿Me podría decir cómo pasó?. 

—Cómo pasó. 

—Gracias. 

—De nada. 

—Adiós. 

—Adiós. punctuation number punctuation pronoun verb determiner noun punctuation punctuation pronoun verb punctuation punctuation punctuation pronoun verb verb pronoun verb punctuation punctuation punctuation noun verb punctuation punctuation noun punctuation punctuation noun pronoun punctuation punctuation noun punctuation punctuation noun punctuation",1,1
1978,"-Se te cayó un papel -Ayyy, que tierno - ¿Tierno? Soy de Greenpeace y estás contaminando el medio ambiente. Levántalo, asesina de ballenas. punctuation pronoun pronoun verb determiner noun punctuation noun punctuation pronoun adjective punctuation punctuation adjective punctuation verb adposition noun conjunction verb verb determiner adjective noun punctuation verb pronoun punctuation noun adposition noun punctuation",1,2
1979,RT @PitufoFilosofon: Estudios señalan que el rock y la música clásica abren la mente. El mismo estudio señala que el Reggaeton abre las  ... noun punctuation noun punctuation noun verb conjunction determiner noun conjunction determiner noun adjective verb determiner noun punctuation determiner adjective noun verb conjunction determiner noun verb determiner punctuation,1,3
1980,"—¿A donde vamos? —Donde lo dicte tu corazón. —Señor, sea más serio o se baja del taxi. punctuation punctuation adverb verb punctuation punctuation noun pronoun verb determiner noun punctuation punctuation noun punctuation verb adverb adjective conjunction pronoun verb adposition determiner noun punctuation",1,4
1981,RT @MichelPesquera: Si el salario mínimo alcanza para vivir bien propongo que eso ganen nuestros diputados y senadores. noun punctuation noun punctuation conjunction determiner noun adjective verb adposition verb adverb verb conjunction pronoun verb determiner noun conjunction noun punctuation,0,0
1982,Típico: Estudiar acostado y quedarse dormido a los 10 minutos. noun punctuation verb verb conjunction verb pronoun verb adposition determiner number punctuation,0,0
1983,"Dr, Dr, ¿qué puedo hacer para que mi hijo no se orine en la cama? -Pues que duerma en el baño!  noun punctuation noun punctuation punctuation pronoun verb verb adposition conjunction determiner noun adverb pronoun verb adposition determiner noun punctuation punctuation conjunction pronoun verb adposition determiner noun punctuation",1,2
1984,"–Ya llegue mamá –Es muy tarde, ¿Dónde andabas? –En la casa de Noe - ¿Cuál Noe? –Noe de tu incumbencia JAJAJA ¡NO MAMÁ, CON LA PLANCHA NOOO! punctuation noun verb noun punctuation noun adverb adverb punctuation punctuation pronoun verb punctuation punctuation noun determiner noun adposition noun punctuation punctuation pronoun noun punctuation punctuation noun adposition determiner noun noun punctuation noun punctuation noun punctuation",1,1
1985,"La delgada linea que separa un ""Te deseo Buenos Días"" de un ""Te deseo, Buenos Días"" determiner adjective verb conjunction verb determiner punctuation pronoun verb noun punctuation adposition determiner punctuation pronoun verb punctuation noun punctuation",0,0
1986,"-Doctor, ¿cree que después de la operación pueda tocar la guitarra? -Si, no hay ningún problema -Ah, que bueno, ¡porque antes no sabía! punctuation noun punctuation punctuation verb conjunction adposition determiner noun verb verb determiner noun punctuation punctuation conjunction punctuation adverb verb determiner noun punctuation interjection punctuation conjunction interjection punctuation punctuation conjunction adverb adverb verb punctuation",1,2
1987,-Perdí 500 calorías en 2 segundos - ¿Y como lo hiciste? -Se me cayó mi hamburguesa. punctuation verb number noun adposition number noun punctuation punctuation conjunction conjunction pronoun verb punctuation punctuation pronoun pronoun verb determiner noun punctuation,1,4
1988,"Al mal tiempo, buena música adposition determiner adjective noun punctuation adjective noun",0,0
1989,"Típico: Ver un tweet que te identifique y pensar ""Creí que sólo a mi me pasaba"". noun punctuation verb determiner noun pronoun pronoun verb conjunction verb punctuation verb conjunction adverb adposition determiner pronoun verb punctuation punctuation",0,0
1990,"-Mamá, me compre un reloj - ¿Qué marca? -La hora jajaja -Hijo, yo compre un cinturón - ¿Qué marca? -Tu espalda -NO MAMÁ, ¡CON EL CINTO NOOO! punctuation noun punctuation pronoun verb determiner noun punctuation punctuation determiner noun punctuation punctuation determiner noun adjective punctuation noun punctuation pronoun verb determiner noun punctuation punctuation determiner noun punctuation punctuation determiner noun punctuation noun punctuation punctuation noun punctuation",1,3
1991,"-Veo en su currículum que tiene nociones de Inglés -Si, señor - ¿Como es mesa? -Table -Hágame una frase con table -Soy contable -Contratado punctuation verb adposition determiner noun pronoun verb noun adposition noun punctuation conjunction punctuation noun punctuation punctuation conjunction verb noun punctuation punctuation noun punctuation verb pronoun determiner noun adposition adjective punctuation verb adjective punctuation verb",1,3
1992,"-Mis vecinos están siempre fuera de casa, tomando el sol o jugando futbol. -Pobres, seguro no tienen Internet. punctuation determiner noun verb adverb adposition noun punctuation verb determiner noun conjunction verb noun punctuation punctuation adjective punctuation adverb adverb verb noun punctuation",1,3
1993,http://t.co/4JgqHzxH number,0,0
1994,"Había una vez una niña tan fea pero tan fea, que cuando apagaban la luz el coco la prendía. verb number noun determiner noun adverb adjective conjunction adverb adjective punctuation conjunction conjunction verb determiner noun determiner noun pronoun verb punctuation",1,3
1995,"Pregunta Jaimito: — Maestra, si ""Car"" es carro y ""Men"" es hombre... entonces ¿""Carmen"" es una Transformer?  noun punctuation punctuation noun punctuation conjunction punctuation noun punctuation verb noun conjunction punctuation noun punctuation verb noun punctuation adverb punctuation punctuation noun punctuation verb determiner noun punctuation",1,3
1996,"Le pedí que se entregue, y se fue a la comisaría. pronoun verb conjunction pronoun verb punctuation conjunction pronoun verb adposition determiner noun punctuation",0,0
1997,"El físico atrae, pero que te escriban todas las mañanas para darte los buenos días... Enamora ♥ determiner noun verb punctuation conjunction conjunction pronoun verb determiner determiner noun adposition verb pronoun determiner adjective noun punctuation verb punctuation",0,0
1998,Vagina llena... con razón contenta.    noun verb punctuation adposition noun adjective punctuation,1,3
1999,"-Disculpe, ¿tiene pastillas para la baja autoestima? -Sí, tome -No, no me las merezco. punctuation verb punctuation punctuation verb noun adposition determiner adjective noun punctuation punctuation adverb punctuation verb punctuation adverb punctuation adverb pronoun pronoun verb punctuation",1,3
2000,"La vida es un reto; vívela, siente, ama, ríe, llora, juega, gana, pierde, tropieza, pero siempre levántate y sigue. determiner noun verb determiner noun punctuation verb pronoun punctuation verb punctuation verb punctuation verb punctuation verb punctuation verb punctuation verb punctuation verb punctuation verb punctuation conjunction adverb verb pronoun conjunction verb punctuation",0,0
2001,- ¿Estas celosa? -No - ¿Estas celosa? -Te dije que no - ¿Me das un beso? -Que te lo de tu amiguita... punctuation punctuation determiner adjective punctuation punctuation adverb punctuation punctuation determiner adjective punctuation punctuation pronoun verb conjunction adverb punctuation punctuation pronoun verb determiner noun punctuation punctuation conjunction pronoun pronoun adposition determiner noun punctuation,0,0
2002,"Hablar contigo me alegra el día, la noche, la vida. verb pronoun pronoun verb determiner noun punctuation determiner noun punctuation determiner noun punctuation",0,0
2003,"Según la Química, el Alcohol es una Solución. adposition determiner noun punctuation determiner noun verb determiner noun punctuation",1,3
2004,"¿Cual es el colmo de un ciego? Llamarse Casimiro, vivir en el noveno B, de la calle Buena Vista y vender tuberías!  punctuation pronoun verb determiner noun adposition determiner adjective punctuation verb pronoun noun punctuation verb adposition determiner adjective noun punctuation adposition determiner noun noun conjunction verb noun punctuation",1,3
2005,Estoy cansada de coser botones! (La madre de Superman)     verb verb adposition verb noun punctuation punctuation determiner noun adposition noun punctuation,1,1
2006,Molestar a alguien solo porque te gusta ver como se enoja. verb adposition pronoun adverb conjunction pronoun verb verb conjunction pronoun verb punctuation,1,1
2007,Definición de Linterna: contenedor especial para transportar pilas descargadas... noun punctuation noun adjective adposition verb noun verb punctuation,1,1
2008,"—¿Tienes licencia? —Bueno, pasé toda la saga de Need For Speed, Gran Turismo, Midnight Club y Mario Kart, ¿eso cuenta? —No. ¡Fuera de aquí!! punctuation punctuation verb noun punctuation punctuation noun punctuation verb determiner determiner noun adposition noun punctuation noun punctuation noun conjunction noun punctuation punctuation pronoun verb punctuation punctuation noun punctuation punctuation adposition adverb punctuation punctuation",1,1
2009,- ¿Tenes Wi-Fi? -Si - ¿Cuál es la clave? -Tener dinero y pagarlo punctuation punctuation noun punctuation punctuation conjunction punctuation punctuation pronoun verb determiner noun punctuation punctuation verb noun conjunction verb pronoun,1,5
2010,"-Hola preciosa, ¿Como te llamas? -Raúl punctuation interjection adjective punctuation punctuation conjunction pronoun noun punctuation punctuation noun",1,3
2011,"- ¿No podes ser mas linda no? -Ayy ♥ que tierno -No, ¿en serio no podes? sos feisima punctuation punctuation adverb verb verb conjunction verb adverb punctuation punctuation noun punctuation conjunction adjective punctuation adverb punctuation punctuation adposition adjective adverb verb punctuation noun adjective",1,4
2012,"No soy gordo, mi estomago es 3D. adverb verb adjective punctuation determiner verb verb number punctuation",1,2
2013,Existen 5 niveles de miedo: 1. El pánico 2. El terror 3. 15 llamadas perdidas de mamá 4. Tenemos que hablar 5. Contraseña incorrecta. verb number noun adposition noun punctuation number punctuation determiner noun number punctuation determiner noun number punctuation number noun verb adposition noun number punctuation verb conjunction verb number punctuation noun adjective punctuation,1,2
2014,"Las piernas son las mejores amigas de una chica, pero las amigas deben separarse para que la chica se divierta  determiner noun verb determiner adjective noun adposition determiner noun punctuation conjunction determiner noun verb verb pronoun adposition conjunction determiner noun pronoun verb",1,3
2015,"RT @ChisteUniversal: —Hola, ¿salimos? —No puedo —¿Qué tenes? —Buen gusto. noun punctuation noun punctuation punctuation noun punctuation punctuation verb punctuation punctuation noun verb punctuation punctuation determiner noun punctuation punctuation noun noun punctuation",1,1
2016,"- ¿Como se dice guardar en ingles? -Save - ¿No sabes? -Si, save - ¿Quién sabe? - ¡Qué save! -Bueno ¿Sabes o no? punctuation punctuation conjunction pronoun verb verb adposition noun punctuation punctuation noun punctuation punctuation adverb verb punctuation punctuation conjunction punctuation noun punctuation punctuation pronoun verb punctuation punctuation punctuation determiner noun punctuation punctuation interjection punctuation verb conjunction adverb punctuation",1,1
2017,"Cuando realmente te enamoras, ser fiel no es un sacrificio, es un placer. conjunction adverb pronoun verb punctuation verb adjective adverb verb determiner noun punctuation verb determiner noun punctuation",0,0
2018,"Nunca discutan con un Chef, siempre va a tener la sazón. adverb verb adposition determiner noun punctuation adverb verb adposition verb determiner noun punctuation",1,3
2019,"No me cae mal, solo me molesta que respire... adverb pronoun verb adverb punctuation adverb pronoun verb conjunction verb punctuation",1,3
2020,"RT @DrogoAdicto: - ¿Qué le dijo el lápiz a la lámpara?
- Apagá la luz, que estoy con una mina. noun punctuation noun punctuation punctuation punctuation pronoun pronoun verb determiner noun adposition determiner noun punctuation punctuation noun determiner noun punctuation pronoun verb adposition determiner noun punctuation",1,2
2021,"Yo Quería Estudiar en un colegio que haya casilleros, porristas, Equipo de fútbol americano, Los populares y no populares. pronoun noun adposition determiner noun pronoun verb noun punctuation noun punctuation noun adposition noun adjective punctuation noun adjective conjunction adverb adjective punctuation",1,2
2022,—¿Nivel de inglés? —Alto. —Traduzca deporte. —Sport. —Úselo en una frase. —Y sport ti que late mi corazón. —Contratado señor Juanes. punctuation punctuation noun adposition noun punctuation punctuation noun punctuation punctuation noun noun punctuation punctuation noun punctuation punctuation noun adposition determiner noun punctuation punctuation noun adjective pronoun pronoun verb determiner noun punctuation punctuation noun noun noun punctuation,1,5
2023,¿Por qué será que muchas personas comienzan a odiar el trabajo en cuanto encuentran un empleo?  punctuation adposition pronoun verb conjunction determiner noun verb adposition verb determiner noun adposition pronoun verb determiner noun punctuation,1,1
2024,RT @iPENSAMIENT0: No grites muy fuerte acerca de tu felicidad. La envidia tiene sueño ligero. noun punctuation number punctuation adverb verb adverb adjective adposition determiner noun punctuation determiner noun verb noun adjective punctuation,0,0
2025,En q se parecen 1 sopa y una mujer en la preparación sexual? Hasta que no le metes el dedo no sabes si está caliente. adposition noun pronoun verb number noun conjunction determiner noun adposition determiner noun adjective punctuation adposition conjunction adverb pronoun verb determiner noun adverb verb conjunction verb adjective punctuation,1,2
2026,"— Maestra, ¿ayer va con H?
— No.
— ¿Y hoy?
— Sí.
— Mierda, como cambian las cosas de un día para otro. punctuation noun punctuation punctuation adverb verb adposition noun punctuation punctuation noun punctuation punctuation punctuation conjunction adverb punctuation punctuation noun punctuation punctuation noun punctuation conjunction verb determiner noun adposition determiner noun adposition pronoun punctuation",1,4
2027,"Dos huevos hirviendo: Uno: Mira el tajo que tengo! El Otro: Espera, todavía no estoy duro! number noun verb punctuation pronoun punctuation verb determiner noun pronoun verb punctuation determiner noun punctuation verb punctuation adverb adverb verb noun punctuation",1,2
2028,"Tantas personas en el mundo y yo sólo espero ese mensaje de ""Que tengas un lindo día, mi amor"" de tu parte. determiner noun adposition determiner noun conjunction pronoun adverb verb determiner noun adposition punctuation conjunction verb determiner adjective noun punctuation determiner noun punctuation adposition determiner noun punctuation",0,0
2029,Dices voy a estudiar y de repente todo tu alrededor se vuelve mas interesante. verb verb adposition verb conjunction adverb determiner determiner noun pronoun verb conjunction adjective punctuation,1,2
2030,Necesito otra semana santa. verb determiner noun adjective punctuation,0,0
2031,"Típico: Primer día de clases: 30 lápices, 20 bolígrafos y 10 cuadernos. A mediados de marzo: 1 lápiz que he encontrado en el suelo. noun punctuation adjective noun adposition noun punctuation number noun punctuation number noun conjunction number noun punctuation adposition date punctuation number noun pronoun verb verb adposition determiner noun punctuation",1,1
2032,El superpoder de ver el reloj tres veces y no saber que hora es. determiner noun adposition verb determiner noun number noun conjunction adverb verb conjunction noun verb punctuation,0,0
2033,"Irte a la cama a ""dormir"" y pasar primero una hora imaginando historias. verb pronoun adposition determiner noun adposition punctuation verb punctuation conjunction verb adverb determiner noun verb noun punctuation",1,3
2034,"Ley de vida : Si no lo recuerdo, no lo hice. noun adposition noun punctuation conjunction adverb pronoun verb punctuation adverb pronoun verb punctuation",0,0
2035,"-Mira, tu pez baila Breakdance –Si, ¡PERO METELO EN LA PECERA DESGRACIADO! punctuation verb punctuation determiner noun verb noun punctuation noun punctuation punctuation noun punctuation",1,2
2036,Hace muchos tweets que no me indirectas. verb determiner noun pronoun adverb pronoun adjective punctuation,0,0
2037,-Me compré este aparato para oír mejor - ¿Y cuanto te costo abuela? -Anoche como a las nueve y media punctuation pronoun verb determiner noun adposition verb adjective punctuation punctuation conjunction pronoun pronoun noun noun punctuation punctuation adverb conjunction adposition determiner date,1,4
2038,¿Eres dormilona? Eres perfecta. punctuation verb adjective punctuation verb adjective punctuation,1,3
2039,Típico: Mirar a tu mejor amigo y reír porque sabes lo que está pensando. noun punctuation verb adposition determiner adjective noun conjunction verb conjunction verb determiner pronoun verb verb punctuation,1,3
2040,-El secreto de mi belleza es que la disimulo bien - ¿Que belleza? -Exacto punctuation determiner noun adposition determiner noun verb conjunction determiner noun adverb punctuation punctuation conjunction noun punctuation punctuation interjection,1,3
2041,"No es el mensaje, sino quien lo envía. No es la canción, sino a quien te recuerda. No es el tiempo, sino con quien lo pasas. BUEN DIA adverb verb determiner noun punctuation conjunction pronoun pronoun verb punctuation adverb verb determiner noun punctuation conjunction adposition pronoun pronoun verb punctuation adverb verb determiner noun punctuation conjunction adposition pronoun determiner noun punctuation noun",0,0
2042,Enlace permanente de imagen incrustada noun adjective adposition noun verb,1,1
2043,"Si un hombre dice que eres fea, eres bonita; si una mujer dice que eres fea, es envidia; si un niño dice que eres fea, eres fea conjunction determiner noun verb conjunction verb adjective punctuation verb adjective punctuation conjunction determiner noun verb conjunction verb adjective punctuation verb noun punctuation conjunction determiner noun verb conjunction verb adjective punctuation verb adjective",1,4
2044,- ¿Sabes cual es la diferencia entre la pizza y tu opinión? - ¿Cuál? -Que la pizza si la pedí punctuation punctuation verb pronoun verb determiner noun adposition determiner noun conjunction determiner noun punctuation punctuation punctuation pronoun punctuation punctuation conjunction determiner noun conjunction pronoun verb,1,1
2045,¿Sabías que también nos puedes seguir en Google +? Aquí: https://t.co/rfSK5qRum6 punctuation verb conjunction adverb pronoun verb verb adposition noun punctuation adverb punctuation number,0,0
